date,Counts,Date,Time,sunrise,sundown,DayNight,corr_par
1900-01-01 16:07:00,0.6171875,1900-01-01,16:07:00,,,night,39.921718750000004
1900-01-01 16:08:00,0.828125,1900-01-01,16:08:00,,,night,51.5528125
1900-01-01 16:09:00,0.6796875,1900-01-01,16:09:00,,,night,43.36796875
1900-01-01 16:10:00,0.6015625,1900-01-01,16:10:00,,,night,39.06015625
1900-01-01 16:11:00,0.734375,1900-01-01,16:11:00,,,night,46.3834375
1900-01-01 16:12:00,0.53125,1900-01-01,16:12:00,,,night,35.183125
1900-01-01 16:13:00,0.6015625,1900-01-01,16:13:00,,,night,39.06015625
1900-01-01 16:14:00,0.6796875,1900-01-01,16:14:00,,,night,43.36796875
1900-01-01 16:15:00,0.8203125,1900-01-01,16:15:00,,,night,51.12203125
1900-01-01 16:16:00,0.828125,1900-01-01,16:16:00,,,night,51.5528125
1900-01-01 16:17:00,0.7421875,1900-01-01,16:17:00,,,night,46.81421875
1900-01-01 16:18:00,0.4375,1900-01-01,16:18:00,,,night,30.01375
1900-01-01 16:19:00,0.3359375,1900-01-01,16:19:00,,,night,24.41359375
1900-01-01 16:20:00,0.625,1900-01-01,16:20:00,,,night,40.3525
1900-01-01 16:21:00,0.3984375,1900-01-01,16:21:00,,,night,27.85984375
1900-01-01 16:22:00,0.4375,1900-01-01,16:22:00,,,night,30.01375
1900-01-01 16:23:00,0.3671875,1900-01-01,16:23:00,,,night,26.13671875
1900-01-01 16:24:00,0.578125,1900-01-01,16:24:00,,,night,37.7678125
1900-01-01 16:25:00,0.515625,1900-01-01,16:25:00,,,night,34.3215625
1900-01-01 16:26:00,0.46875,1900-01-01,16:26:00,,,night,31.736875
1900-01-01 16:27:00,0.359375,1900-01-01,16:27:00,,,night,25.7059375
1900-01-01 16:28:00,0.2890625,1900-01-01,16:28:00,,,night,21.82890625
1900-01-01 16:29:00,0.421875,1900-01-01,16:29:00,,,night,29.1521875
1900-01-01 16:30:00,0.4453125,1900-01-01,16:30:00,,,night,30.44453125
1900-01-01 16:31:00,0.3828125,1900-01-01,16:31:00,,,night,26.99828125
1900-01-01 16:32:00,0.4296875,1900-01-01,16:32:00,,,night,29.58296875
1900-01-01 16:33:00,0.3671875,1900-01-01,16:33:00,,,night,26.13671875
1900-01-01 16:34:00,0.3671875,1900-01-01,16:34:00,,,night,26.13671875
