date;Counts
14:06:00;2,078125
14:07:00;1,703125
14:08:00;1,8359375
14:09:00;2,1328125
14:10:00;2,203125
14:11:00;1,96875
14:12:00;2,2578125
14:13:00;2,015625
14:14:00;2,328125
14:15:00;2,3046875
14:16:00;2,171875
14:17:00;2,375
14:18:00;2,4140625
14:19:00;2,4609375
14:20:00;2,0390625
14:21:00;2,0078125
14:22:00;2,2109375
14:23:00;2,2890625
14:24:00;2,4140625
14:25:00;2,7109375
14:26:00;2,4609375
14:27:00;2,75
14:28:00;2,2734375
14:29:00;2,6484375
14:30:00;1,9609375
14:31:00;2,0546875
14:32:00;2,234375
14:33:00;1,9765625
14:34:00;2,265625
14:35:00;1,9375
14:36:00;1,8203125
14:37:00;1,8828125
14:38:00;1,8203125
14:39:00;1,4765625
14:40:00;1,4375
14:41:00;1,1171875
14:42:00;1,140625
14:43:00;1,4609375
14:44:00;1,515625
14:45:00;1,34375
14:46:00;1,6328125
14:47:00;1,4140625
14:48:00;1,453125
14:49:00;1,5234375
14:50:00;1,4765625
14:51:00;1,96875
14:52:00;2,2578125
14:53:00;2,3828125
14:54:00;2,359375
14:55:00;2,015625
14:56:00;1,9765625
14:57:00;2,2734375
14:58:00;1,78125
14:59:00;1,5234375
15:00:00;1,7109375
15:01:00;1,4609375
15:02:00;1,90625
15:03:00;1,875
15:04:00;2,0234375
15:05:00;1,890625
15:06:00;1,65625
15:07:00;1,6953125
15:08:00;1,625
15:09:00;1,6640625
15:10:00;1,640625
15:11:00;1,53125
15:12:00;1,703125
15:13:00;1,640625
15:14:00;1,5859375
15:15:00;1,3828125
15:16:00;1,734375
15:17:00;1,8984375
15:18:00;1,4765625
15:19:00;0,9453125
15:20:00;1,53125
15:21:00;1,34375
15:22:00;1,1640625
15:23:00;1,2734375
15:24:00;1,421875
15:25:00;1,1796875
15:26:00;1,1484375
15:27:00;1,265625
15:28:00;1,234375
15:29:00;0,984375
15:30:00;1,1796875
15:31:00;0,734375
15:32:00;1,1015625
15:33:00;0,765625
15:34:00;0,9140625
15:35:00;0,625
15:36:00;0,703125
15:37:00;0,734375
15:38:00;0,78125
15:39:00;0,890625
15:40:00;0,6484375
15:41:00;0,84375
15:42:00;0,9296875
15:43:00;0,828125
15:44:00;0,765625
15:45:00;0,875
15:46:00;0,7734375
15:47:00;0,8671875
15:48:00;0,796875
15:49:00;0,8046875
15:50:00;0,8359375
15:51:00;0,5625
15:52:00;0,5859375
15:53:00;0,6484375
15:54:00;0,78125
15:55:00;0,6015625
15:56:00;0,7109375
15:57:00;0,7578125
15:58:00;0,671875
15:59:00;0,4375
16:00:00;0,4609375
16:01:00;0,5703125
16:02:00;0,4453125
16:03:00;0,5390625
16:04:00;0,7578125
16:05:00;0,5625
16:06:00;0,6640625
16:07:00;0,6171875
16:08:00;0,828125
16:09:00;0,6796875
16:10:00;0,6015625
16:11:00;0,734375
16:12:00;0,53125
16:13:00;0,6015625
16:14:00;0,6796875
16:15:00;0,8203125
16:16:00;0,828125
16:17:00;0,7421875
16:18:00;0,4375
16:19:00;0,3359375
16:20:00;0,625
16:21:00;0,3984375
16:22:00;0,4375
16:23:00;0,3671875
16:24:00;0,578125
16:25:00;0,515625
16:26:00;0,46875
16:27:00;0,359375
16:28:00;0,2890625
16:29:00;0,421875
16:30:00;0,4453125
16:31:00;0,3828125
16:32:00;0,4296875
16:33:00;0,3671875
16:34:00;0,3671875
